manual reset|Appointment Related|Damage Assessment|Escalated for Followup|4
manual reset|Appointment Related|ETD Call Back |Contact Made - Not Satisfied with Arrival Window|18
manual reset|Appointment Related|ETD Call Back |Contact Made - Tech Missed Arrival Window|17
manual reset|Appointment Related|ETD Call Back |Customer Stating No Contact within 1 Hour|46
manual reset|Appointment Related|ETD Call Back |Ticket Closed without Contact/Resolution|26
manual reset|Appointment Related|ETD Call Back |Voice Message Left on Down Phone Line|2
manual reset|Appointment Related|Reschedule Appointment|Escalated for Followup|12
manual reset|Appointment Related|Reschedule Appointment|Rescheduled Appointment|106
manual reset|Appointment Related|Reschedule Appointment|Submitted ETD Ticket|15
manual reset|Appointment Related|SRO - Drop Bury|Customer Ed - Policy|2
manual reset|Appointment Related|SRO - Drop Bury|Provided Schedule Date|4
manual reset|Appointment Related|SRO - Drop Bury|Submitted ETD Ticket|21
manual reset|Appointment Related|SRO - Rehang Drop|Escalated for Followup|1
manual reset|Appointment Related|SRO - Rehang Drop|Other (Note Required)|3
manual reset|Appointment Related|SRO - Rehang Drop|Provided Schedule Date|5
manual reset|Appointment Related|SRO - Rehang Drop|Submitted ETD Ticket|13
manual reset|Appointment Related|Technician Late or No Show|Escalated for Followup|4
manual reset|Appointment Related|Technician Late or No Show|Provided Estimated Time of Arrival|10
manual reset|Appointment Related|Technician Late or No Show|Submitted ETD Ticket|75
manual reset|Billing|3 Pay Spread|Customer Education|2
manual reset|Billing Functions|Bill Questions about Due date|Customer Education|5
manual reset|Billing Functions|Billing Dispute - BTG|Resolved - Changed Plan|1
manual reset|Billing Functions|Hotline|Payment - Processed by Agent|1
manual reset|Billing Functions|Process Payment|Resolved - Agent-Processed Payment|2
manual reset|Billing Functions|Process Payment|Resolved - Processed Past Due Payment|1
manual reset|Billing Functions|Update Payment Method |Customer Education|2
manual reset|Billing Inquiries|Bill Questions about Charges|Added Services|9
manual reset|Billing Inquiries|Bill Questions about Charges|Customer Education - Balance|367
manual reset|Billing Inquiries|Bill Questions about Charges|Customer Education - Charges|371
manual reset|Billing Inquiries|Bill Questions about Charges|Escalated (Note Required)|5
manual reset|Billing Inquiries|Bill Questions about Charges|Removed Services|2
manual reset|Billing Inquiries|Bill Questions about Due date|Added Services|3
manual reset|Billing Inquiries|Bill Questions about Due date|Customer Education - Balance|87
manual reset|Billing Inquiries|Bill Questions about Due date|Customer Education - Charges|24
manual reset|Billing Inquiries|Bill Questions about Prorate|Customer Education - Balance|5
manual reset|Billing Inquiries|Bill Questions about Prorate|Customer Education - Charges|3
manual reset|Billing Inquiries|Billing IVR Related Questions|Customer Education - Charges|2
manual reset|Billing Inquiries|Discount Ending|Customer Education - Balance|5
manual reset|Billing Inquiries|Discount Ending|Customer Education - Charges|4
manual reset|Billing Inquiries|Due Date|Customer Ed|1
manual reset|Billing Inquiries|Rate Inquiry|Customer Education - Balance|2
manual reset|Billing Inquiries|Rate Inquiry|Customer Education - Charges|1
manual reset|Billing Inquiries|Rate Inquiry|Customer Education - New Rates|7
manual reset|Billing Inquiries|Rate Inquiry|Transferred to Retention (Cancel Request)|3
manual reset|Billing Inquiries|Seasonal Service Inquiries|Customer Education - Balance|1
manual reset|Billing Inquiries|Seasonal Service Inquiries|Customer Education - Charges|1
manual reset|Billing Inquiries|Seasonal Service Inquiries|Removed Services|2
manual reset|Billing Inquiries|Service Charges|Customer Ed|1
manual reset|CB Backup|Cannot Login|Browser Issue|1
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Black Border All Around|Customer Ed - Equipment|4
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Black Border All Around|Escalated For Investigation|6
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Horizontal Bars  (Top & Bottom)|Customer Ed - Equipment|3
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Horizontal Bars  (Top & Bottom)|Escalated For Investigation|5
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Horizontal Bars  (Top & Bottom)|Resolved - Adjusted Picture Settings|1
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Horizontal Bars  (Top & Bottom)|Resolved - Power Cycled Equipment|1
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Vertical Bars (Left & Right)|Customer Ed - Equipment|2
manual reset|Cable Box Settings & Configuration|Aspect Ratio - Vertical Bars (Left & Right)|Resolved - Adjusted Picture Settings|4
manual reset|Cable Box Settings & Configuration|Audio and Video Settings|Customer Ed - Equipment|12
manual reset|Cable Box Settings & Configuration|Audio and Video Settings|Customer Ed - Service(s)|3
manual reset|Cable Box Settings & Configuration|Audio and Video Settings|Escalated For Investigation|1
manual reset|Cable Box Settings & Configuration|Audio and Video Settings|Outage - Charter Services|1
manual reset|Cable Box Settings & Configuration|Audio and Video Settings|Resolved - Adjusted Settings|7
manual reset|Cable Box Settings & Configuration|Audio and Video Settings|Resolved - Power Cycled Equipment|3
manual reset|Cable Box Settings & Configuration|Audio and Video Settings|Setup Truck Roll|2
manual reset|Cable Box Settings & Configuration|Cable Box Display Issue - Clock / Channel|Customer Ed - Equipment|5
manual reset|Cable Box Settings & Configuration|Cable Box Display Issue - Clock / Channel|Customer Ed - Service(s)|2
manual reset|Cable Box Settings & Configuration|Cable Box Display Issue - Clock / Channel|Outage - No Power at Residence|1
manual reset|Cable Box Settings & Configuration|Display Settings (Guide Appearance)|Setup Truck Roll|1
manual reset|Cable Box Settings & Configuration|Front Panel Settings (Panel Display/Power On Ch.)|Customer Ed - Service(s)|1
manual reset|Cable Box Settings & Configuration|Parental Control (PIN/Rating/Channel Locks)|Resolved - Power Cycled Equipment|1
manual reset|Cable Box Settings & Configuration|Purchase Control Settings (PIN/Purchase Limits)|Customer Ed - Guide Settings|1
manual reset|Change of Service|Add Equipment|Added Services|6
manual reset|Change of Service|Add Equipment|Customer Education|7
manual reset|Change of Service|Add Equipment|Direct Ship|2
manual reset|Change of Service|Change / Remove Equipment|Added Services|3
manual reset|Change of Service|Change / Remove Equipment|Added peripherals|2
manual reset|Change of Service|Change / Remove Equipment|Charter Store Eqp. Pickup|2
manual reset|Change of Service|Change / Remove Equipment|Customer Education|4
manual reset|Change of Service|Change / Remove Equipment|Removed Services|2
manual reset|Change of Service|Change / Remove Equipment|Transferred to Retention|1
manual reset|Change of Service|Change / Remove Equipment|Transferred to Sales|1
manual reset|Change of Service|Disconnect Request - ALL Services|Customer Education|2
manual reset|Change of Service|Disconnect Request - ALL Services|Removed Services|1
manual reset|Change of Service|Disconnect Request - ALL Services|Transferred to Retention|4
manual reset|Change of Service|Downgrade Service Request|Added Services|2
manual reset|Change of Service|Downgrade Service Request|Charter Store Eqp. Pickup|1
manual reset|Change of Service|Downgrade Service Request|Customer Education|16
manual reset|Change of Service|Downgrade Service Request|Escalated (Note Required)|1
manual reset|Change of Service|Downgrade Service Request|Removed Services|9
manual reset|Change of Service|Downgrade Service Request|Transferred to Retention|7
manual reset|Change of Service|Modify Existing Order|Added Services|2
manual reset|Change of Service|Modify Existing Order|Customer Education|9
manual reset|Change of Service|Modify Existing Order|Escalated (Note Required)|1
manual reset|Change of Service|Modify Existing Order|Removed Services|4
manual reset|Change of Service|Modify Existing Order|Transferred to Sales|1
manual reset|Change of Service|New Install / Transfer of Service Request|Added Services|3
manual reset|Change of Service|New Install / Transfer of Service Request|Customer Education|8
manual reset|Change of Service|New Install / Transfer of Service Request|Escalated (Note Required)|1
manual reset|Change of Service|New Install / Transfer of Service Request|Transferred to Retention|1
manual reset|Change of Service|New Install / Transfer of Service Request|Transferred to Sales|8
manual reset|Change of Service|Offer Comparison|Added Services|2
manual reset|Change of Service|Offer Comparison|Customer Education|3
manual reset|Change of Service|Restart Service|Added Services|1
manual reset|Change of Service|Restart Service|Customer Education|4
manual reset|Change of Service|Restart Service|Transferred to Sales|1
manual reset|Change of Service|Seasonal Service Request|Added Services|2
manual reset|Change of Service|Seasonal Service Request|Removed Services|1
manual reset|Change of Service|Upgrade Service Request|Added Services|19
manual reset|Change of Service|Upgrade Service Request|Charter Store Eqp. Pickup|1
manual reset|Change of Service|Upgrade Service Request|Customer Education|16
manual reset|Change of Service|Upgrade Service Request|Direct Ship|1
manual reset|Change of Service|Upgrade Service Request|Transferred to Retention|1
manual reset|Change of Service|Upgrade Service Request|Transferred to Sales|3
manual reset|Charter.net - Email|Email - Contacts Missing or Not Migrated|Customer Ed - Device/Browser Not Supported|1
manual reset|Charter.net - Email|Email - Unable to Auto-forward|Customer Ed - Device/Browser Not Supported|1
manual reset|Charter.net - TV Services|Forgot Username / Password|Resolved - Updated Username / Password|1
manual reset|Data - Connectivity|All Services Out (All LOBs)|Customer Ed - Customer Equipment|1
manual reset|Data - Connectivity|Intermittent Connectivity|Configuration Change|3
manual reset|Data - Connectivity|Intermittent Connectivity|Customer Ed - Customer Equipment|5
manual reset|Data - Connectivity|Intermittent Connectivity|Provisioning|1
manual reset|Data - Connectivity|No Connectivity|Customer Ed - Customer Equipment|1
manual reset|Data - Connectivity|No Connectivity|Customer Ed - Product|3
manual reset|Data - Connectivity|No Connectivity|Outage|4
manual reset|Data - Connectivity|No Connectivity|Powercycle|1
manual reset|Device|Device Functionality (Battery; Wont Turn On; Freezes, etc)|Customer Education|1
manual reset|Device|Device Settings Assistance|Customer Education|2
manual reset|Device|Device Settings Assistance|Customer Education - Self Serve Options|1
manual reset|Device|Device Swap  Post 30 Days|Escalate Issue|1
manual reset|Device|Product Feature or Benefit|Customer Ed - Equipment|1
manual reset|Device|Product Feature or Benefit|Customer Ed - Services|2
manual reset|Device Activation|General Inquiry|Customer Education|2
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Display Issue - Clock / Channel|Customer Ed - Equipment|9
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Display Issue - Clock / Channel|Outage - Charter Services|1
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Display Issue - Clock / Channel|Resolved - Power Cycled Equipment|1
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Display Issue - Clock / Channel|Setup Truck Roll|1
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Resetting (Shutting Off and On)|Customer Ed - Equipment|11
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Resetting (Shutting Off and On)|Customer Ed - Service(s)|4
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Resetting (Shutting Off and On)|Outage - Charter Services|5
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Resetting (Shutting Off and On)|Outage - No Power at Residence|1
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Resetting (Shutting Off and On)|Referred to Charter Store - New Equipment|3
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Resetting (Shutting Off and On)|Resolved - Power Cycled Equipment|2
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Resetting (Shutting Off and On)|Setup Truck Roll|7
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Unresponsive/Freezing/Slow|Customer Ed - Equipment|66
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Unresponsive/Freezing/Slow|Referred to Charter Store - New Equipment|8
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Unresponsive/Freezing/Slow|Resolved - Power Cycled Equipment|54
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Unresponsive/Freezing/Slow|Resolved - Sent Billing Hit|12
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Unresponsive/Freezing/Slow|Resolved - Tightened Coax/Splitter Connections|2
manual reset|Equipment Issues (Cable Box/Remote)|Cable Box Unresponsive/Freezing/Slow|Setup Truck Roll|28
manual reset|Equipment Issues (Cable Box/Remote)|CableCARD Issue|Customer Ed - Equipment|1
manual reset|Equipment Issues (Cable Box/Remote)|CableCARD Issue|Outage - Charter Services|1
manual reset|Equipment Issues (Cable Box/Remote)|CableCARD Issue|Outage - Provider/Vendor|1
manual reset|Equipment Issues (Cable Box/Remote)|CableCARD Issue|Resolved - Customer Equipment Settings|1
manual reset|Equipment Issues (Cable Box/Remote)|CableCARD Issue|Resolved - Power Cycled Equipment|1
manual reset|Equipment Issues (Cable Box/Remote)|CableCARD Issue|Setup Truck Roll|2
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Customer Ed - Equipment|78
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Customer Ed - Service(s)|25
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Outage - Charter Services|15
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Referred Customer to Equipment Vendor|1
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Referred to Charter Store - New Equipment|5
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Resolved - Account Correction|5
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Resolved - Customer Equipment Settings|6
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Resolved - HDMI Connection|1
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Resolved - Set Top Box Settings|2
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Setup Truck Roll|7
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Setup Truck Roll - Professional Install (COS)|1
manual reset|Equipment Issues (Cable Box/Remote)|Customer Equipment Issue|Setup Truck Roll - Rescue Install|2
manual reset|Equipment Issues (Cable Box/Remote)|Equipment Doesn't Power On|Customer Ed - Equipment|2
manual reset|Equipment Issues (Cable Box/Remote)|Equipment Doesn't Power On|Customer Ed - Service(s)|3
manual reset|Equipment Issues (Cable Box/Remote)|Equipment Doesn't Power On|Outage - No Power at Residence|1
manual reset|Equipment Issues (Cable Box/Remote)|Equipment Doesn't Power On|Referred to Charter Store - New Equipment|3
manual reset|Equipment Issues (Cable Box/Remote)|Equipment Doesn't Power On|Resolved - Power Cycled Equipment|2
manual reset|Equipment Issues (Cable Box/Remote)|Equipment Doesn't Power On|Setup Truck Roll|6
manual reset|Equipment Issues (Cable Box/Remote)|Remote Not Controlling Cable Box|Referred to Charter Store - Remote Control Swap|2
manual reset|Equipment Issues (Cable Box/Remote)|Remote Not Controlling Cable Box|Resolved - Power Cycled Equipment|1
manual reset|Equipment Issues (Cable Box/Remote)|Remote Not Controlling Cable Box|Resolved - Reprogrammed Remote|2
manual reset|Equipment Issues (Cable Box/Remote)|Remote Not Controlling Cable Box|Setup Truck Roll|1
manual reset|Equipment Issues (Cable Box/Remote)|Remote Not Controlling TV|Customer Ed - Equipment|1
manual reset|Equipment Issues (Cable Box/Remote)|Remote Not Controlling TV|Customer Ed - Service(s)|1
manual reset|Equipment Issues (Cable Box/Remote)|Remote Not Controlling TV|Resolved - Reprogrammed Remote|6
manual reset|General Inquiry|Account Name Change Request|Customer Education - Balance|5
manual reset|General Inquiry|Account Name Change Request|Customer Education - Charges|4
manual reset|General Inquiry|Account Name Change Request|Directed to Local Office|1
manual reset|General Inquiry|Account Name Change Request|Resolved - Account Correction|4
manual reset|General Inquiry|Account Name Change Request|Submitted Name Change Form|2
manual reset|General Inquiry|Advertising / Marketing / Special Promotion|Customer Ed - Bill/Pricing/Taxes|6
manual reset|General Inquiry|Advertising / Marketing / Special Promotion|Customer Ed - Service(s)|7
manual reset|General Inquiry|Analog / Digital Transition|Customer Ed - Equipment|8
manual reset|General Inquiry|Analog / Digital Transition|Customer Ed - Service(s)|8
manual reset|General Inquiry|Billing Issue|Adjustments / Credits|5
manual reset|General Inquiry|Billing Issue|Customer Education|32
manual reset|General Inquiry|Caller ID/TV|Customer Ed - Features|1
manual reset|General Inquiry|Channel Addition Request|Customer Ed - Channel Changes|1
manual reset|General Inquiry|Channel Addition Request|Customer Ed - Service(s)|4
manual reset|General Inquiry|Channel Removal|Customer Ed - Channel Changes|1
manual reset|General Inquiry|Charter TV App|Transfer to Internet Repair|1
manual reset|General Inquiry|Company Information|Customer Ed - Service(s)|52
manual reset|General Inquiry|Company Information|Directed to Local Office|1
manual reset|General Inquiry|Customer Contact Preferences|Customer Education|1
manual reset|General Inquiry|Customer Contact Preferences|Updated Contact Preferences|6
manual reset|General Inquiry|Equipment Returns|Directed to Local Office|14
manual reset|General Inquiry|Equipment Returns|Submitted Equipment Recovery form|2
manual reset|General Inquiry|In-home WiFi|Customer Ed - Username/Password|3
manual reset|General Inquiry|In-home WiFi|Transfer to Internet Repair|2
manual reset|General Inquiry|My Charter Account|Customer Ed - Service(s)|31
manual reset|General Inquiry|Product Feature or Benefit|Customer Ed - Equipment|15
manual reset|General Inquiry|Product Feature or Benefit|Customer Ed - Service(s)|17
manual reset|General Inquiry|Product Feature or Benefit|Escalated for Followup|1
manual reset|General Inquiry|Service Availability / Accessibility|Customer Ed - Equipment|5
manual reset|General Inquiry|Service Availability / Accessibility|Customer Ed - Service(s)|32
manual reset|General Inquiry|Service Availability / Accessibility|Escalated for Followup|1
manual reset|General Inquiry|Service Availability / Accessibility|Outage - Charter Services|14
manual reset|General Inquiry|Spectrum Store Location|Directed to Local Office|14
manual reset|Guide Issues|Guide - Incorrect Information/TBD Error|Customer Ed - Service(s)|1
manual reset|Guide Issues|Guide - Incorrect Information/TBD Error|Setup Truck Roll|1
manual reset|Guide Issues|Guide - Not Available|Customer Ed - Service(s)|4
manual reset|Guide Issues|Guide - Not Available|Outage - Charter Services|2
manual reset|Guide Issues|Guide - Not Available|Resolved - Power Cycled Equipment|9
manual reset|Guide Issues|Guide - Not Available|Resolved - Sent Billing Hit|3
manual reset|Guide Issues|Guide - Not Available|Setup Truck Roll|1
manual reset|Guide Issues|Guide - Not Available|Submitted Remedy Ticket|2
manual reset|Guide Issues|Guide - Settings Not Saving or Incorrect|Customer Ed - Guide Settings|2
manual reset|Hot Topics|(L-TWC) Technicolor Non-pay Restart|Enabled Wifi|1
manual reset|Hot Topics|BGS Question About Due Date|Customer Education|3
manual reset|Hot Topics|BGS Question About Due Date|Escalation |4
manual reset|Hot Topics|BGS Question About Due Date|Transfer to Retention|1
manual reset|Hot Topics|EPIX / Cinemax Change|Added a la carte Service|1
manual reset|Hot Topics|EPIX / Cinemax Change|Customer Education|5
manual reset|Hot Topics|Monthly Subscription Policy|Escalation |1
manual reset|Hot Topics|PPV - Unable to Purchase|Customer Ed - Service(s)|1
manual reset|Hot Topics|Registration Quarantine (L-TWC)|Resolved - EZ Connect|64
manual reset|Hot Topics|Registration Quarantine (L-TWC)|Resolved - Tech Install|1
manual reset|Hot Topics|Registration Quarantine (L-TWC)|Unknown|1
manual reset|Incomplete Call / Non-Customer Call|Caller Cannot Hear CSR|Call Ended / Released Call|1
manual reset|Incomplete Call / Non-Customer Call|Caller Cannot Hear CSR|Released Call|11
manual reset|Incomplete Call / Non-Customer Call|Caller Cannot Hear CSR|Will Call Customer Back|4
manual reset|Incomplete Call / Non-Customer Call|Dead Air - Cannot Hear Caller|Call Ended / Released Call|98
manual reset|Incomplete Call / Non-Customer Call|Dropped Call|Cannot Return Call (No Customer Info Received)|39
manual reset|Incomplete Call / Non-Customer Call|Dropped Call|Will Call Customer Back|35
manual reset|Incomplete Call / Non-Customer Call|Social Engineering - Phishing (Suspicious Email)|Customer Education|1
manual reset|Incomplete Call / Non-Customer Call|Social Engineering - Vishing (Suspicious Call)|Sent Escalation Email|1
manual reset|Incomplete Call / Non-Customer Call|Wrong Number / Non-Charter Customer|Advised Caller|15
manual reset|Incomplete Call / Non-Customer Call|Wrong Number / Non-Charter Customer|Call Ended / Released Call|3
manual reset|Internet - Activation|Customer Owned Modem|Advised of Outage|2
manual reset|Internet - Activation|Customer Owned Modem|Customer Education|57
manual reset|Internet - Activation|Customer Owned Modem|Dropped call|2
manual reset|Internet - Activation|Customer Owned Modem|Not Home to Troubleshoot|1
manual reset|Internet - Activation|Customer Owned Modem|Not Ready for Install|4
manual reset|Internet - Activation|Customer Owned Modem|Referred to Store for Equipment|1
manual reset|Internet - Activation|Customer Owned Modem|Resolved - Account Correction|71
manual reset|Internet - Activation|Customer Owned Modem|Resolved - Activation/Provisioning|156
manual reset|Internet - Activation|Customer Owned Modem|Resolved - Power Cycled Equipment|11
manual reset|Internet - Activation|Customer Owned Modem|Setup Truck Roll|18
manual reset|Internet - Activation|Customer Owned Modem|Transfer to Internet Repair|26
manual reset|Internet - Activation|Customer Told to Call by Sales/Store/Tech|Customer Education|23
manual reset|Internet - Activation|Customer Told to Call by Sales/Store/Tech|Dropped call|2
manual reset|Internet - Activation|Customer Told to Call by Sales/Store/Tech|Escalated to Lead / Supervisor|1
manual reset|Internet - Activation|Customer Told to Call by Sales/Store/Tech|Resolved - Account Correction|2
manual reset|Internet - Activation|Customer Told to Call by Sales/Store/Tech|Resolved - Activation/Provisioning|13
manual reset|Internet - Activation|Customer Told to Call by Sales/Store/Tech|Setup Truck Roll|2
manual reset|Internet - Activation|Modem Offline|Customer Education|137
manual reset|Internet - Activation|Modem Offline|Dropped call|4
manual reset|Internet - Activation|Modem Offline|Not Home to Troubleshoot|1
manual reset|Internet - Activation|Modem Offline|Referred to Store for Equipment|9
manual reset|Internet - Activation|Modem Offline|Resolved - Account Correction|29
manual reset|Internet - Activation|Modem Offline|Resolved - Activation/Provisioning|179
manual reset|Internet - Activation|Modem Offline|Setup Truck Roll|439
manual reset|Internet - Activation|Modem Offline|Transfer to Internet Repair|22
manual reset|Internet - Activation|Modem Online - Customer Unable to Access Internet |Customer Education|61
manual reset|Internet - Activation|Modem Online - Customer Unable to Access Internet |Escalated to Lead / Supervisor|1
manual reset|Internet - Activation|Modem Online - Customer Unable to Access Internet |Resolved - Account Correction|31
manual reset|Internet - Activation|Modem Online - Customer Unable to Access Internet |Resolved - Activation/Provisioning|220
manual reset|Internet - Activation|Modem Online - Customer Unable to Access Internet |Setup Truck Roll|25
manual reset|Internet - Activation|Modem Online - Customer Unable to Access Internet |Transfer to Internet Repair|48
manual reset|Internet - Activation|Modem Swap / MAC ID Not Matching|Customer Education|4
manual reset|Internet - Activation|Modem Swap / MAC ID Not Matching|Escalated to Lead / Supervisor|1
manual reset|Internet - Activation|Modem Swap / MAC ID Not Matching|Resolved - Account Correction|7
manual reset|Internet - Activation|Modem Swap / MAC ID Not Matching|Resolved - Activation/Provisioning|38
manual reset|Internet - Activation|SRO for Trap Removal Still Open|Customer Education|8
manual reset|Internet - Activation|SRO for Trap Removal Still Open|Setup Truck Roll|2
manual reset|Internet - Activation|Terms and Conditions Not Accepted|Customer Education|39
manual reset|Internet - Activation|Terms and Conditions Not Accepted|Dropped call|1
manual reset|Internet - Activation|Terms and Conditions Not Accepted|Not Home to Troubleshoot|2
manual reset|Internet - Activation|Terms and Conditions Not Accepted|Resolved - Account Correction|13
manual reset|Internet - Activation|Terms and Conditions Not Accepted|Resolved - Activation/Provisioning|69
manual reset|Internet - Activation|Web Activation Portal Not Working|Advised of Outage|2
manual reset|Internet - Activation|Web Activation Portal Not Working|Customer Education|12
manual reset|Internet - Activation|Web Activation Portal Not Working|Escalated to Lead / Supervisor|1
manual reset|Internet - Activation|Web Activation Portal Not Working|Resolved - Account Correction|9
manual reset|Internet - Activation|Web Activation Portal Not Working|Resolved - Activation/Provisioning|64
manual reset|Internet - Activation|Web Activation Portal Not Working|Resolved - Power Cycled Equipment|1
manual reset|Internet - Activation|Work Order Error|Customer Education|10
manual reset|Internet - Activation|Work Order Error|Escalated to Lead / Supervisor|3
manual reset|Internet - Activation|Work Order Error|Resolved - Corrected Work Order|10
manual reset|Internet - Activation|Work Order Open|Customer Education|20
manual reset|Internet - Activation|Work Order Open|Escalated to Lead / Supervisor|6
manual reset|Internet - Activation|Work Order Open|Resolved - Work Order Closed|117
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Customer Ed - Equipment|109
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Customer Ed - Service(s)|76
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Outage - Charter Services|607
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Outage - Customer Requested Credit|4
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Outage - No Power at Residence|23
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Outage - Provider/Vendor|12
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Resolved - Account Correction|1
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Setup Truck Roll|300
manual reset|Internet - Connectivity|ALL Services Out (All LOBs)|Setup Truck Roll - Rescue Install|22
manual reset|Internet - Connectivity|Computer / Tablet / Smartphone Issue|Customer Ed - Equipment|294
manual reset|Internet - Connectivity|Computer / Tablet / Smartphone Issue|Customer Ed - Service(s)|278
manual reset|Internet - Connectivity|Computer / Tablet / Smartphone Issue|Outage - Charter Services|37
manual reset|Internet - Connectivity|Computer / Tablet / Smartphone Issue|Outage - No Power at Residence|5
manual reset|Internet - Connectivity|Computer / Tablet / Smartphone Issue|Resolved - Power Cycled Equipment|123
manual reset|Internet - Connectivity|Computer / Tablet / Smartphone Issue|Resolved - Tightened Coax/Splitter Connections|2
manual reset|Internet - Connectivity|Computer / Tablet / Smartphone Issue|Setup Truck Roll|84
manual reset|Internet - Connectivity|Intermittent Connectivity|Customer Ed - Equipment|837
manual reset|Internet - Connectivity|Intermittent Connectivity|Customer Ed - Service(s)|845
manual reset|Internet - Connectivity|Intermittent Connectivity|Outage - Charter Services|204
manual reset|Internet - Connectivity|Intermittent Connectivity|Outage - No Power at Residence|13
manual reset|Internet - Connectivity|Intermittent Connectivity|Resolved - Power Cycled Equipment|572
manual reset|Internet - Connectivity|Intermittent Connectivity|Resolved - Tightened Coax/Splitter Connections|18
